Species	te	present_in
D.mel.MUN008.fa	Beagle	49
D.mel.MUN008.fa	STALKER3	49
D.mel.MUN008.fa	ACCORD	49
D.mel.MUN008.fa	INVADER5	48
D.mel.MUN008.fa	TRANSIB3	49
D.mel.MUN008.fa	TC1	49
D.mel.MUN008.fa	MARINER2	49
D.mel.MUN008.fa	DMIS297	49
D.mel.MUN008.fa	DM88	49
D.mel.MUN008.fa	BAGGINS	49
D.mel.MUN008.fa	DMRER2DM	49
D.mel.MUN008.fa	DMAURA	49
D.mel.MUN008.fa	DMREPG	49
D.mel.MUN008.fa	CIRC	49
D.mel.MUN008.fa	INVADER	49
D.mel.MUN008.fa	G2	49
D.mel.MUN008.fa	DME010298	49
D.mel.MUN008.fa	DMPOGOR11	49
D.mel.MUN008.fa	F	49
D.mel.MUN008.fa	DMBARI1	49
D.mel.MUN008.fa	DM23420	49
D.mel.MUN008.fa	DMIFACA	49
D.mel.MUN008.fa	DMHFL1	41
D.mel.MUN008.fa	RT1B	49
D.mel.MUN008.fa	DMW1DOC	49
D.mel.MUN008.fa	SPRINGER	49
D.mel.MUN008.fa	DMBLPP	49
D.mel.MUN008.fa	GTWIN	49
D.mel.MUN008.fa	FROGGER	49
D.mel.MUN008.fa	DOC5	49
D.mel.MUN008.fa	AF222049	49
D.mel.MUN008.fa	STALKER2	49
D.mel.MUN008.fa	INVADER3	49
D.mel.MUN008.fa	Q	5
D.mel.MUN008.fa	G5A	49
D.mel.MUN008.fa	DM33463	49
D.mel.MUN008.fa	ROVER	49
D.mel.MUN008.fa	DMGYPF1A	49
D.mel.MUN008.fa	TRANSIB4	49
D.mel.MUN008.fa	DOC2	49
D.mel.MUN008.fa	GYPSY8	42
D.mel.MUN008.fa	G7	48
D.mel.MUN008.fa	GYPSY10	49
D.mel.MUN008.fa	QBERT	48
D.mel.MUN008.fa	G5_DM	49
D.mel.MUN008.fa	GYPSY3	47
D.mel.MUN008.fa	GYPSY12	49
D.mel.MUN008.fa	INVADER6	49
D.mel.MUN008.fa	LOOPER1_DM	48
D.mel.MUN008.fa	TRANSIB2	49
D.mel.MUN008.fa	DMRTMGD1	49
D.mel.MUN008.fa	Tinker	49
D.mel.MUN008.fa	DMZAM	47
D.mel.MUN008.fa	PPI251	28
D.mel.MUN008.fa	HOPPER2	49
D.mel.MUN008.fa	BS	49
D.mel.MUN008.fa	IVK	49
D.mel.MUN008.fa	TIRANT	42
D.mel.MUN008.fa	QUASIMODO	49
D.mel.MUN008.fa	OPUS	49
D.mel.MUN008.fa	DMLINEJA	49
D.mel.MUN008.fa	DME487856	49
D.mel.MUN008.fa	HEL	49
D.mel.MUN008.fa	DMTHB1	49
D.mel.MUN008.fa	TRANSIB1	49
D.mel.MUN008.fa	G3	48
D.mel.MUN008.fa	BLOOD	49
D.mel.MUN008.fa	R1-2	49
D.mel.MUN008.fa	DMRER1DM	49
D.mel.MUN008.fa	DMTN1731	49
D.mel.MUN008.fa	INVADER4	49
D.mel.MUN008.fa	RT1C	49
D.mel.MUN008.fa	S2	49
D.mel.MUN008.fa	ROXELEMENT	49
D.mel.MUN008.fa	STALKER4	49
D.mel.MUN008.fa	GYPSY2	48
D.mel.MUN008.fa	GYPSY4	49
D.mel.MUN008.fa	DMTOM1_LTR	49
D.mel.MUN008.fa	GYPSY9	25
D.mel.MUN008.fa	DMIS176	49
D.mel.MUN008.fa	BS3	49
D.mel.MUN008.fa	FW3	49
D.mel.MUN008.fa	DMCR1A	49
D.mel.MUN008.fa	DMU89994	49
D.mel.MUN008.fa	1360	49
D.mel.MUN008.fa	TABOR	49
D.mel.MUN008.fa	DOC3	49
D.mel.MUN008.fa	DOC4	49
D.mel.MUN008.fa	GYPSY11	48
D.mel.MUN008.fa	OSV	49
D.mel.MUN008.fa	INVADER2	49
D.mel.MUN008.fa	ROOA_LTR	48
D.mel.MUN008.fa	DMDM11	49
D.mel.MUN008.fa	DIVER2	49
D.mel.MUN008.fa	G4_DM	49
D.mel.MUN008.fa	GYPSY7	48
D.mel.MUN008.fa	McCLINTOCK	49
D.mel.MUN008.fa	STALKER	47
D.mel.MUN008.fa	FW2	49
D.mel.MUN008.fa	BS4	49
D.mel.MUN008.fa	TC3	49
D.mel.MUN008.fa	DME9736	49
D.mel.MUN008.fa	DM_ROO	49
D.mel.MUN008.fa	DMTRDNA	49
D.mel.MUN008.fa	FB	13
D.mel.MUN008.fa	JUAN	49
D.mel.MUN008.fa	GYPSY6	49
D.mel.MUN008.fa	412	49
D.mel.MUN008.fa	DMCOPIA	49
D.mel.MUN008.fa	DME278684	49
D.mel.MUN008.fa	INE1	49
D.mel.MUN008.fa	TC1-2	49
D.mel.MUN008.fa	AF541951	49
D.mel.MUN008.fa	JOCKEY2	49
D.mel.MUN008.fa	G6_DM	49
D.mel.MUN009.fa	TARTC	35
D.mel.MUN009.fa	TAHRE	49
D.mel.MUN009.fa	DMHFL1	41
D.mel.MUN009.fa	DMCOPIA	49
D.mel.MUN009.fa	JUAN	49
D.mel.MUN009.fa	Beagle	49
D.mel.MUN009.fa	DMMDG3	49
D.mel.MUN009.fa	DM_ROO	49
D.mel.MUN009.fa	BLOOD	49
D.mel.MUN009.fa	DMTRDNA	49
D.mel.MUN009.fa	GTWIN	49
D.mel.MUN009.fa	STALKER3	49
D.mel.MUN009.fa	Beagle2	49
D.mel.MUN009.fa	INVADER5	48
D.mel.MUN009.fa	TRANSIB3	49
D.mel.MUN009.fa	TC1	49
D.mel.MUN009.fa	BAGGINS	49
D.mel.MUN009.fa	HELITRON1_DM	49
D.mel.MUN009.fa	R1-2	49
D.mel.MUN009.fa	DMRER2DM	49
D.mel.MUN009.fa	DME010298	49
D.mel.MUN009.fa	DMAURA	49
D.mel.MUN009.fa	STALKER2	49
D.mel.MUN009.fa	CIRC	49
D.mel.MUN009.fa	DMREPG	49
D.mel.MUN009.fa	AY561850	33
D.mel.MUN009.fa	DMIS297	49
D.mel.MUN009.fa	412	49
D.mel.MUN009.fa	PPI251	28
D.mel.MUN009.fa	TABOR	49
D.mel.MUN009.fa	F	49
D.mel.MUN009.fa	MARINER2	49
D.mel.MUN009.fa	FROGGER	49
D.mel.MUN009.fa	SPRINGER	49
D.mel.MUN009.fa	RT1B	49
D.mel.MUN009.fa	McCLINTOCK	49
D.mel.MUN009.fa	ACCORD	49
D.mel.MUN009.fa	Q	5
D.mel.MUN009.fa	DMZAM	47
D.mel.MUN009.fa	TIRANT	42
D.mel.MUN009.fa	INVADER2	49
D.mel.MUN009.fa	G5A	49
D.mel.MUN009.fa	QBERT	48
D.mel.MUN009.fa	DMGYPF1A	49
D.mel.MUN009.fa	DIVER2	49
D.mel.MUN009.fa	FW3	49
D.mel.MUN009.fa	GYPSY8	42
D.mel.MUN009.fa	GYPSY7	48
D.mel.MUN009.fa	IVK	49
D.mel.MUN009.fa	G7	48
D.mel.MUN009.fa	DOC5	49
D.mel.MUN009.fa	GYPSY10	49
D.mel.MUN009.fa	G5_DM	49
D.mel.MUN009.fa	INVADER	49
D.mel.MUN009.fa	GYPSY3	47
D.mel.MUN009.fa	GYPSY12	49
D.mel.MUN009.fa	INVADER6	49
D.mel.MUN009.fa	LOOPER1_DM	48
D.mel.MUN009.fa	INVADER3	49
D.mel.MUN009.fa	TRANSIB2	49
D.mel.MUN009.fa	G6_DM	49
D.mel.MUN009.fa	DMTNFB	49
D.mel.MUN009.fa	ROXELEMENT	49
D.mel.MUN009.fa	OPUS	49
D.mel.MUN009.fa	DMBARI1	49
D.mel.MUN009.fa	AF222049	49
D.mel.MUN009.fa	DMLINEJA	49
D.mel.MUN009.fa	HOPPER2	49
D.mel.MUN009.fa	DMTHB1	49
D.mel.MUN009.fa	HEL	49
D.mel.MUN009.fa	DME278684	49
D.mel.MUN009.fa	DME9736	49
D.mel.MUN009.fa	G3	48
D.mel.MUN009.fa	TRANSIB1	49
D.mel.MUN009.fa	DMTN1731	49
D.mel.MUN009.fa	S2	49
D.mel.MUN009.fa	RT1C	49
D.mel.MUN009.fa	INVADER4	49
D.mel.MUN009.fa	STALKER4	49
D.mel.MUN009.fa	TRANSIB4	49
D.mel.MUN009.fa	G2	49
D.mel.MUN009.fa	GYPSY2	48
D.mel.MUN009.fa	GYPSY4	49
D.mel.MUN009.fa	DMTOM1_LTR	49
D.mel.MUN009.fa	DMIS176	49
D.mel.MUN009.fa	BS3	49
D.mel.MUN009.fa	GYPSY5	45
D.mel.MUN009.fa	DM88	49
D.mel.MUN009.fa	DMCR1A	49
D.mel.MUN009.fa	DOC3	49
D.mel.MUN009.fa	DOC4	49
D.mel.MUN009.fa	GYPSY11	48
D.mel.MUN009.fa	OSV	49
D.mel.MUN009.fa	DMDM11	49
D.mel.MUN009.fa	G4_DM	49
D.mel.MUN009.fa	1360	49
D.mel.MUN009.fa	ROOA_LTR	48
D.mel.MUN009.fa	FW2	49
D.mel.MUN009.fa	ROVER	49
D.mel.MUN009.fa	BS4	49
D.mel.MUN009.fa	DM33463	49
D.mel.MUN009.fa	TC3	49
D.mel.MUN009.fa	BS	49
D.mel.MUN009.fa	DMBLPP	49
D.mel.MUN009.fa	DMIFACA	49
D.mel.MUN009.fa	DMPOGOR11	49
D.mel.MUN009.fa	FB	13
D.mel.MUN009.fa	Tinker	49
D.mel.MUN009.fa	DMRTMGD1	49
D.mel.MUN009.fa	QUASIMODO	49
D.mel.MUN009.fa	DME487856	49
D.mel.MUN009.fa	DMU89994	49
D.mel.MUN009.fa	DMW1DOC	49
D.mel.MUN009.fa	DM23420	49
D.mel.MUN009.fa	DM06920	49
D.mel.MUN009.fa	INE1	49
D.mel.MUN009.fa	TC1-2	49
D.mel.MUN009.fa	AF541951	49
D.mel.MUN009.fa	JOCKEY2	49
D.mel.MUN009.fa	DM14101	28
D.mel.MUN009.fa	DOC2	49
D.mel.MUN009.fa	GYPSY6	49
D.mel.MUN009.fa	STALKER	47
D.mel.MUN009.fa	GYPSY9	25
D.mel.MUN009.fa	DMRER1DM	49
D.mel.MUN013.fa	DM14101	28
D.mel.MUN013.fa	AY561850	33
D.mel.MUN013.fa	TAHRE	49
D.mel.MUN013.fa	DM06920	49
D.mel.MUN013.fa	DM23420	49
D.mel.MUN013.fa	DMBARI1	49
D.mel.MUN013.fa	F	49
D.mel.MUN013.fa	DMW1DOC	49
D.mel.MUN013.fa	JUAN	49
D.mel.MUN013.fa	DMMDG3	49
D.mel.MUN013.fa	DMTRDNA	49
D.mel.MUN013.fa	OPUS	49
D.mel.MUN013.fa	BLOOD	49
D.mel.MUN013.fa	DM33463	49
D.mel.MUN013.fa	DMLINEJA	49
D.mel.MUN013.fa	DMHFL1	41
D.mel.MUN013.fa	GYPSY5	45
D.mel.MUN013.fa	STALKER3	49
D.mel.MUN013.fa	CIRC	49
D.mel.MUN013.fa	TIRANT	42
D.mel.MUN013.fa	INVADER5	48
D.mel.MUN013.fa	TRANSIB3	49
D.mel.MUN013.fa	TC1	49
D.mel.MUN013.fa	DM88	49
D.mel.MUN013.fa	BAGGINS	49
D.mel.MUN013.fa	HELITRON1_DM	49
D.mel.MUN013.fa	DMRER1DM	49
D.mel.MUN013.fa	ACCORD	49
D.mel.MUN013.fa	Beagle	49
D.mel.MUN013.fa	DMAURA	49
D.mel.MUN013.fa	INVADER	49
D.mel.MUN013.fa	G2	49
D.mel.MUN013.fa	DMREPG	49
D.mel.MUN013.fa	DME010298	49
D.mel.MUN013.fa	DMRER2DM	49
D.mel.MUN013.fa	FB	13
D.mel.MUN013.fa	412	49
D.mel.MUN013.fa	DMU89994	49
D.mel.MUN013.fa	Beagle2	49
D.mel.MUN013.fa	DMPOGOR11	49
D.mel.MUN013.fa	RT1B	49
D.mel.MUN013.fa	DMIS297	49
D.mel.MUN013.fa	FROGGER	49
D.mel.MUN013.fa	SPRINGER	49
D.mel.MUN013.fa	G6_DM	49
D.mel.MUN013.fa	GTWIN	49
D.mel.MUN013.fa	DOC5	49
D.mel.MUN013.fa	AF222049	49
D.mel.MUN013.fa	BS3	49
D.mel.MUN013.fa	DMZAM	47
D.mel.MUN013.fa	Q	5
D.mel.MUN013.fa	MARINER2	49
D.mel.MUN013.fa	QUASIMODO	49
D.mel.MUN013.fa	INVADER2	49
D.mel.MUN013.fa	GYPSY4	49
D.mel.MUN013.fa	GYPSY6	49
D.mel.MUN013.fa	DIVER2	49
D.mel.MUN013.fa	FW3	49
D.mel.MUN013.fa	TRANSIB2	49
D.mel.MUN013.fa	DOC2	49
D.mel.MUN013.fa	GYPSY8	42
D.mel.MUN013.fa	GYPSY7	48
D.mel.MUN013.fa	G7	48
D.mel.MUN013.fa	GYPSY10	49
D.mel.MUN013.fa	QBERT	48
D.mel.MUN013.fa	G5_DM	49
D.mel.MUN013.fa	GYPSY3	47
D.mel.MUN013.fa	GYPSY12	49
D.mel.MUN013.fa	INVADER6	49
D.mel.MUN013.fa	LOOPER1_DM	48
D.mel.MUN013.fa	STALKER2	49
D.mel.MUN013.fa	PPI251	28
D.mel.MUN013.fa	DME9736	49
D.mel.MUN013.fa	IVK	49
D.mel.MUN013.fa	ROXELEMENT	49
D.mel.MUN013.fa	DMCOPIA	49
D.mel.MUN013.fa	McCLINTOCK	49
D.mel.MUN013.fa	DME487856	49
D.mel.MUN013.fa	BS	49
D.mel.MUN013.fa	HOPPER2	49
D.mel.MUN013.fa	DMTNFB	49
D.mel.MUN013.fa	DM_ROO	49
D.mel.MUN013.fa	GYPSY2	48
D.mel.MUN013.fa	DME278684	49
D.mel.MUN013.fa	DMTHB1	49
D.mel.MUN013.fa	TRANSIB1	49
D.mel.MUN013.fa	G3	48
D.mel.MUN013.fa	R1-2	49
D.mel.MUN013.fa	TARTC	35
D.mel.MUN013.fa	DMTN1731	49
D.mel.MUN013.fa	RT1C	49
D.mel.MUN013.fa	S2	49
D.mel.MUN013.fa	G5A	49
D.mel.MUN013.fa	INVADER4	49
D.mel.MUN013.fa	HEL	49
D.mel.MUN013.fa	DMGYPF1A	49
D.mel.MUN013.fa	TRANSIB4	49
D.mel.MUN013.fa	DMTOM1_LTR	49
D.mel.MUN013.fa	GYPSY9	25
D.mel.MUN013.fa	DMCR1A	49
D.mel.MUN013.fa	DOC3	49
D.mel.MUN013.fa	DOC4	49
D.mel.MUN013.fa	GYPSY11	48
D.mel.MUN013.fa	OSV	49
D.mel.MUN013.fa	ROOA_LTR	48
D.mel.MUN013.fa	DMDM11	49
D.mel.MUN013.fa	G4_DM	49
D.mel.MUN013.fa	TABOR	49
D.mel.MUN013.fa	FW2	49
D.mel.MUN013.fa	BS4	49
D.mel.MUN013.fa	TC3	49
D.mel.MUN013.fa	ROVER	49
D.mel.MUN013.fa	DMBLPP	49
D.mel.MUN013.fa	Tinker	49
D.mel.MUN013.fa	DMIS176	49
D.mel.MUN013.fa	DMIFACA	49
D.mel.MUN013.fa	INVADER3	49
D.mel.MUN013.fa	STALKER	47
D.mel.MUN013.fa	STALKER4	49
D.mel.MUN013.fa	DMRTMGD1	49
D.mel.MUN013.fa	INE1	49
D.mel.MUN013.fa	AF541951	49
D.mel.MUN013.fa	JOCKEY2	49
D.mel.MUN013.fa	TC1-2	49
D.mel.MUN013.fa	1360	49
D.mel.MUN015.fa	DM06920	49
D.mel.MUN015.fa	AY561850	33
D.mel.MUN015.fa	DMMDG3	49
D.mel.MUN015.fa	DMTRDNA	49
D.mel.MUN015.fa	STALKER4	49
D.mel.MUN015.fa	DMBARI1	49
D.mel.MUN015.fa	GTWIN	49
D.mel.MUN015.fa	STALKER3	49
D.mel.MUN015.fa	Beagle2	49
D.mel.MUN015.fa	INVADER5	48
D.mel.MUN015.fa	TRANSIB3	49
D.mel.MUN015.fa	MARINER2	49
D.mel.MUN015.fa	DM88	49
D.mel.MUN015.fa	BAGGINS	49
D.mel.MUN015.fa	HELITRON1_DM	49
D.mel.MUN015.fa	DMIS297	49
D.mel.MUN015.fa	DMAURA	49
D.mel.MUN015.fa	CIRC	49
D.mel.MUN015.fa	INVADER	49
D.mel.MUN015.fa	DMBLPP	49
D.mel.MUN015.fa	DME010298	49
D.mel.MUN015.fa	DMRER2DM	49
D.mel.MUN015.fa	DMREPG	49
D.mel.MUN015.fa	TARTC	35
D.mel.MUN015.fa	DM14101	28
D.mel.MUN015.fa	IVK	49
D.mel.MUN015.fa	DMPOGOR11	49
D.mel.MUN015.fa	AF222049	49
D.mel.MUN015.fa	BLOOD	49
D.mel.MUN015.fa	DME9736	49
D.mel.MUN015.fa	McCLINTOCK	49
D.mel.MUN015.fa	DMW1DOC	49
D.mel.MUN015.fa	G6_DM	49
D.mel.MUN015.fa	RT1B	49
D.mel.MUN015.fa	ACCORD	49
D.mel.MUN015.fa	G2	49
D.mel.MUN015.fa	PPI251	28
D.mel.MUN015.fa	DIVER2	49
D.mel.MUN015.fa	TRANSIB1	49
D.mel.MUN015.fa	GYPSY8	42
D.mel.MUN015.fa	GYPSY7	48
D.mel.MUN015.fa	G7	48
D.mel.MUN015.fa	DOC5	49
D.mel.MUN015.fa	GYPSY10	49
D.mel.MUN015.fa	QBERT	48
D.mel.MUN015.fa	G5_DM	49
D.mel.MUN015.fa	GYPSY6	49
D.mel.MUN015.fa	GYPSY3	47
D.mel.MUN015.fa	ROXELEMENT	49
D.mel.MUN015.fa	GYPSY12	49
D.mel.MUN015.fa	JUAN	49
D.mel.MUN015.fa	INVADER6	49
D.mel.MUN015.fa	DM33463	49
D.mel.MUN015.fa	LOOPER1_DM	48
D.mel.MUN015.fa	INVADER3	49
D.mel.MUN015.fa	DME278684	49
D.mel.MUN015.fa	BS	49
D.mel.MUN015.fa	FB	13
D.mel.MUN015.fa	OPUS	49
D.mel.MUN015.fa	DMHFL1	41
D.mel.MUN015.fa	DMLINEJA	49
D.mel.MUN015.fa	TAHRE	49
D.mel.MUN015.fa	DM_ROO	49
D.mel.MUN015.fa	QUASIMODO	49
D.mel.MUN015.fa	TABOR	49
D.mel.MUN015.fa	DME487856	49
D.mel.MUN015.fa	412	49
D.mel.MUN015.fa	DMZAM	47
D.mel.MUN015.fa	HOPPER2	49
D.mel.MUN015.fa	GYPSY5	45
D.mel.MUN015.fa	DMCOPIA	49
D.mel.MUN015.fa	TC1	49
D.mel.MUN015.fa	DMTNFB	49
D.mel.MUN015.fa	Tinker	49
D.mel.MUN015.fa	DMRTMGD1	49
D.mel.MUN015.fa	F	49
D.mel.MUN015.fa	INVADER2	49
D.mel.MUN015.fa	DMTHB1	49
D.mel.MUN015.fa	GYPSY9	25
D.mel.MUN015.fa	G3	48
D.mel.MUN015.fa	TRANSIB2	49
D.mel.MUN015.fa	R1-2	49
D.mel.MUN015.fa	Beagle	49
D.mel.MUN015.fa	FROGGER	49
D.mel.MUN015.fa	INVADER4	49
D.mel.MUN015.fa	RT1C	49
D.mel.MUN015.fa	S2	49
D.mel.MUN015.fa	G5A	49
D.mel.MUN015.fa	HEL	49
D.mel.MUN015.fa	DM23420	49
D.mel.MUN015.fa	DMGYPF1A	49
D.mel.MUN015.fa	STALKER	47
D.mel.MUN015.fa	TRANSIB4	49
D.mel.MUN015.fa	DOC3	49
D.mel.MUN015.fa	GYPSY2	48
D.mel.MUN015.fa	DOC2	49
D.mel.MUN015.fa	DMTOM1_LTR	49
D.mel.MUN015.fa	BS3	49
D.mel.MUN015.fa	FW3	49
D.mel.MUN015.fa	1360	49
D.mel.MUN015.fa	DMCR1A	49
D.mel.MUN015.fa	GYPSY4	49
D.mel.MUN015.fa	DOC4	49
D.mel.MUN015.fa	Q	5
D.mel.MUN015.fa	GYPSY11	48
D.mel.MUN015.fa	OSV	49
D.mel.MUN015.fa	DMU89994	49
D.mel.MUN015.fa	ROOA_LTR	48
D.mel.MUN015.fa	DMDM11	49
D.mel.MUN015.fa	G4_DM	49
D.mel.MUN015.fa	FW2	49
D.mel.MUN015.fa	BS4	49
D.mel.MUN015.fa	TC3	49
D.mel.MUN015.fa	ROVER	49
D.mel.MUN015.fa	STALKER2	49
D.mel.MUN015.fa	TIRANT	42
D.mel.MUN015.fa	SPRINGER	49
D.mel.MUN015.fa	DMIS176	49
D.mel.MUN015.fa	DMIFACA	49
D.mel.MUN015.fa	INE1	49
D.mel.MUN015.fa	TC1-2	49
D.mel.MUN015.fa	AF541951	49
D.mel.MUN015.fa	JOCKEY2	49
D.mel.MUN015.fa	DMTN1731	49
D.mel.MUN015.fa	DMRER1DM	49
D.mel.MUN016.fa	TAHRE	49
D.mel.MUN016.fa	DMLINEJA	49
D.mel.MUN016.fa	OPUS	49
D.mel.MUN016.fa	FB	13
D.mel.MUN016.fa	Beagle	49
D.mel.MUN016.fa	DMMDG3	49
D.mel.MUN016.fa	SPRINGER	49
D.mel.MUN016.fa	TABOR	49
D.mel.MUN016.fa	DMGYPF1A	49
D.mel.MUN016.fa	GYPSY5	45
D.mel.MUN016.fa	DMIS297	49
D.mel.MUN016.fa	STALKER3	49
D.mel.MUN016.fa	DMIS176	49
D.mel.MUN016.fa	DMTRDNA	49
D.mel.MUN016.fa	INVADER5	48
D.mel.MUN016.fa	TRANSIB3	49
D.mel.MUN016.fa	MARINER2	49
D.mel.MUN016.fa	DM88	49
D.mel.MUN016.fa	BAGGINS	49
D.mel.MUN016.fa	HELITRON1_DM	49
D.mel.MUN016.fa	DMAURA	49
D.mel.MUN016.fa	INVADER	49
D.mel.MUN016.fa	CIRC	49
D.mel.MUN016.fa	DMREPG	49
D.mel.MUN016.fa	DME010298	49
D.mel.MUN016.fa	DMRER2DM	49
D.mel.MUN016.fa	DMW1DOC	49
D.mel.MUN016.fa	FROGGER	49
D.mel.MUN016.fa	STALKER4	49
D.mel.MUN016.fa	GTWIN	49
D.mel.MUN016.fa	Q	5
D.mel.MUN016.fa	DMZAM	47
D.mel.MUN016.fa	DMTN1731	49
D.mel.MUN016.fa	DIVER2	49
D.mel.MUN016.fa	TRANSIB1	49
D.mel.MUN016.fa	GYPSY6	49
D.mel.MUN016.fa	BLOOD	49
D.mel.MUN016.fa	GYPSY8	42
D.mel.MUN016.fa	GYPSY7	48
D.mel.MUN016.fa	G7	48
D.mel.MUN016.fa	DOC5	49
D.mel.MUN016.fa	GYPSY10	49
D.mel.MUN016.fa	QBERT	48
D.mel.MUN016.fa	G5_DM	49
D.mel.MUN016.fa	GYPSY3	47
D.mel.MUN016.fa	GYPSY12	49
D.mel.MUN016.fa	INVADER6	49
D.mel.MUN016.fa	LOOPER1_DM	48
D.mel.MUN016.fa	INVADER3	49
D.mel.MUN016.fa	TRANSIB2	49
D.mel.MUN016.fa	Beagle2	49
D.mel.MUN016.fa	DMTNFB	49
D.mel.MUN016.fa	DME278684	49
D.mel.MUN016.fa	DM33463	49
D.mel.MUN016.fa	DM23420	49
D.mel.MUN016.fa	DMIFACA	49
D.mel.MUN016.fa	DMHFL1	41
D.mel.MUN016.fa	DMBARI1	49
D.mel.MUN016.fa	DMRTMGD1	49
D.mel.MUN016.fa	TARTC	35
D.mel.MUN016.fa	AY561850	33
D.mel.MUN016.fa	PPI251	28
D.mel.MUN016.fa	IVK	49
D.mel.MUN016.fa	QUASIMODO	49
D.mel.MUN016.fa	ROXELEMENT	49
D.mel.MUN016.fa	BS	49
D.mel.MUN016.fa	HOPPER2	49
D.mel.MUN016.fa	TC1	49
D.mel.MUN016.fa	DM_ROO	49
D.mel.MUN016.fa	Tinker	49
D.mel.MUN016.fa	DMTHB1	49
D.mel.MUN016.fa	DMPOGOR11	49
D.mel.MUN016.fa	G3	48
D.mel.MUN016.fa	JUAN	49
D.mel.MUN016.fa	R1-2	49
D.mel.MUN016.fa	RT1C	49
D.mel.MUN016.fa	S2	49
D.mel.MUN016.fa	G5A	49
D.mel.MUN016.fa	INVADER4	49
D.mel.MUN016.fa	HEL	49
D.mel.MUN016.fa	ACCORD	49
D.mel.MUN016.fa	G2	49
D.mel.MUN016.fa	TRANSIB4	49
D.mel.MUN016.fa	GYPSY2	48
D.mel.MUN016.fa	DOC2	49
D.mel.MUN016.fa	DMTOM1_LTR	49
D.mel.MUN016.fa	GYPSY9	25
D.mel.MUN016.fa	BS3	49
D.mel.MUN016.fa	FW3	49
D.mel.MUN016.fa	DMCR1A	49
D.mel.MUN016.fa	GYPSY4	49
D.mel.MUN016.fa	1360	49
D.mel.MUN016.fa	DOC3	49
D.mel.MUN016.fa	DOC4	49
D.mel.MUN016.fa	GYPSY11	48
D.mel.MUN016.fa	OSV	49
D.mel.MUN016.fa	DMU89994	49
D.mel.MUN016.fa	INVADER2	49
D.mel.MUN016.fa	ROOA_LTR	48
D.mel.MUN016.fa	DMDM11	49
D.mel.MUN016.fa	G4_DM	49
D.mel.MUN016.fa	FW2	49
D.mel.MUN016.fa	BS4	49
D.mel.MUN016.fa	TC3	49
D.mel.MUN016.fa	ROVER	49
D.mel.MUN016.fa	STALKER2	49
D.mel.MUN016.fa	DMBLPP	49
D.mel.MUN016.fa	AF222049	49
D.mel.MUN016.fa	RT1B	49
D.mel.MUN016.fa	DME9736	49
D.mel.MUN016.fa	DMCOPIA	49
D.mel.MUN016.fa	412	49
D.mel.MUN016.fa	McCLINTOCK	49
D.mel.MUN016.fa	TIRANT	42
D.mel.MUN016.fa	STALKER	47
D.mel.MUN016.fa	F	49
D.mel.MUN016.fa	DM14101	28
D.mel.MUN016.fa	INE1	49
D.mel.MUN016.fa	TC1-2	49
D.mel.MUN016.fa	AF541951	49
D.mel.MUN016.fa	JOCKEY2	49
D.mel.MUN016.fa	DM06920	49
D.mel.MUN016.fa	G6_DM	49
D.mel.MUN016.fa	DMRER1DM	49
D.mel.MUN016.fa	DME487856	49
D.mel.MUN020.fa	AY561850	33
D.mel.MUN020.fa	DM14101	28
D.mel.MUN020.fa	DM06920	49
D.mel.MUN020.fa	TAHRE	49
D.mel.MUN020.fa	JUAN	49
D.mel.MUN020.fa	Beagle	49
D.mel.MUN020.fa	DMHFL1	41
D.mel.MUN020.fa	DMBLPP	49
D.mel.MUN020.fa	DMTRDNA	49
D.mel.MUN020.fa	DM23420	49
D.mel.MUN020.fa	BLOOD	49
D.mel.MUN020.fa	GTWIN	49
D.mel.MUN020.fa	STALKER3	49
D.mel.MUN020.fa	SPRINGER	49
D.mel.MUN020.fa	INVADER5	48
D.mel.MUN020.fa	TRANSIB3	49
D.mel.MUN020.fa	TC1	49
D.mel.MUN020.fa	MARINER2	49
D.mel.MUN020.fa	DM88	49
D.mel.MUN020.fa	BAGGINS	49
D.mel.MUN020.fa	HELITRON1_DM	49
D.mel.MUN020.fa	DMRER2DM	49
D.mel.MUN020.fa	CIRC	49
D.mel.MUN020.fa	R1-2	49
D.mel.MUN020.fa	DMAURA	49
D.mel.MUN020.fa	DMREPG	49
D.mel.MUN020.fa	DME010298	49
D.mel.MUN020.fa	DMPOGOR11	49
D.mel.MUN020.fa	G2	49
D.mel.MUN020.fa	OPUS	49
D.mel.MUN020.fa	FB	13
D.mel.MUN020.fa	BS	49
D.mel.MUN020.fa	ROVER	49
D.mel.MUN020.fa	412	49
D.mel.MUN020.fa	BS3	49
D.mel.MUN020.fa	GYPSY5	45
D.mel.MUN020.fa	DMZAM	47
D.mel.MUN020.fa	QUASIMODO	49
D.mel.MUN020.fa	STALKER4	49
D.mel.MUN020.fa	GYPSY4	49
D.mel.MUN020.fa	DMGYPF1A	49
D.mel.MUN020.fa	INVADER2	49
D.mel.MUN020.fa	GYPSY6	49
D.mel.MUN020.fa	DIVER2	49
D.mel.MUN020.fa	FW3	49
D.mel.MUN020.fa	TRANSIB4	49
D.mel.MUN020.fa	DOC2	49
D.mel.MUN020.fa	DMRER1DM	49
D.mel.MUN020.fa	GYPSY8	42
D.mel.MUN020.fa	GYPSY7	48
D.mel.MUN020.fa	G7	48
D.mel.MUN020.fa	DOC5	49
D.mel.MUN020.fa	GYPSY10	49
